FFMC,BUI,WSV,WindDir,FWIBin,Season,FireRegion
93.85928915,13.21142654,11.41666667,180,1,Summer,All
93.90992077,14.8828705,4.333333333,270,1,Summer,All
94.06191596,8.411662061,11.83333333,180,1,Summer,All
94.07358734,9.329831032,13.04166667,270,1,Summer,All
94.12055002,6.336540098,11.75,180,1,Summer,All
94.11106716,10.99027761,11.54166667,90,1,Summer,All
93.68109708,5.825093357,15.91666667,180,1,Summer,All
93.73166987,6.669229067,19.375,270,1,Summer,All
93.9336135,6.870138648,10.41666667,90,1,Summer,All
91.91412916,3.868017219,25.83333333,315,1,Fall,All
90.40954437,12.68419756,18.66666667,0,1,Spring,All
90.45903706,13.86317107,14.75,0,1,Spring,All
90.85556726,13.6567806,12.33333333,315,1,Summer,All
90.9052072,14.78412573,15.58333333,0,1,Summer,All
90.95486353,15.59075568,13.16666667,0,1,Summer,All
91.00453625,16.98224542,10.625,0,1,Summer,All
91.05422538,15.54711449,14.04166667,270,1,Summer,All
91.10393091,16.63456804,19.83333333,315,2,Summer,All
91.2033912,19.80971915,10.70833333,90,1,Summer,All
91.25314598,21.66339381,5.25,90,1,Summer,All
91.30291718,23.50119679,4.666666667,0,1,Summer,All
91.35270482,25.61555042,9,90,1,Summer,All
91.40250889,27.6776236,8.833333333,90,1,Summer,All
91.45232941,24.37051871,3.916666667,180,1,Summer,All
91.50216637,15.67816728,11.45833333,90,1,Summer,All
91.55201979,9.713349397,14.04166667,90,1,Summer,All
91.60188966,12.37169504,11.5,90,1,Summer,All
91.65177601,16.02097328,10.20833333,90,1,Summer,All
91.70167882,18.60718824,9.416666667,0,1,Summer,All
91.7515981,20.89491552,4.5,315,1,Summer,All
91.80153387,17.53104719,6.708333333,270,1,Summer,All
91.85148612,19.99091956,5.25,0,1,Summer,All
91.90145487,22.17751206,7.625,90,1,Summer,All
91.95144011,25.12609501,17,90,3,Summer,All
92.00144186,19.46153592,14.29166667,90,2,Summer,All
92.05146011,23.02487653,14.75,180,2,Summer,All
92.10149488,25.75114661,13.66666667,270,2,Summer,All
92.15154616,28.365592,7.875,270,2,Summer,All
92.20161397,30.40672429,5.041666667,180,1,Summer,All
92.25169831,26.56568254,13.58333333,180,2,Summer,All
92.30179919,29.12592875,7.416666667,270,2,Summer,All
92.35191661,31.24651329,3.333333333,0,1,Summer,All
92.46351365,35.01581398,9.416666667,270,2,Summer,All
92.51368445,37.16150772,8.708333333,270,2,Summer,All
92.56387182,39.53311505,6.291666667,270,2,Summer,All
92.61407576,41.53730791,6.333333333,90,2,Summer,All
92.66429628,44.51341701,9.166666667,180,3,Summer,All
92.71453337,43.26680961,15.5,90,4,Summer,All
92.76478706,26.81301989,8.041666667,90,2,Summer,All
92.81505733,29.15658053,9.083333333,135,2,Summer,All
92.8653442,20.50830628,15,180,2,Summer,All
92.91564767,13.55014002,9.25,180,1,Summer,All
92.96596775,15.24163093,7.541666667,315,1,Summer,All
93.01630444,18.56847531,3.708333333,270,1,Summer,All
93.06665775,16.44863889,3.166666667,270,1,Summer,All
93.11702768,21.18543184,8,180,1,Summer,All
93.16741425,13.13489027,10.70833333,180,1,Summer,All
93.26823729,6.231990032,13.83333333,315,1,Summer,All
93.41959671,11.26351647,7.25,0,1,Summer,All
93.47008316,15.9343028,3.25,180,1,Summer,All
93.52058629,20.94684753,18.875,270,3,Summer,All
93.57110609,25.81208703,21.75,270,4,Summer,All
93.62164257,27.71771337,10.25,270,2,Summer,All
93.67219573,25.82145493,4.875,270,2,Summer,All
93.72276558,15.84919362,9.041666667,270,1,Summer,All
93.77335213,12.81310139,9.416666667,270,1,Summer,All
93.82395538,16.84592181,7.958333333,270,1,Summer,All
93.87457534,19.97194104,6.416666667,270,1,Summer,All
93.92521201,22.69021623,5.208333333,315,1,Summer,All
93.9758654,16.35691495,5.5,180,1,Summer,All
94.02653551,18.53938401,9.666666667,270,2,Summer,All
94.07722234,21.19701725,17.04166667,270,3,Summer,All
94.11148312,23.12112119,6.166666667,0,2,Summer,All
94.16219801,25.7026954,2.25,0,1,Summer,All
94.17300227,28.52671842,11.83333333,180,3,Summer,All
94.22373746,32.59000419,10.66666667,270,3,Summer,All
94.16484846,21.73351721,7.333333333,270,2,Summer,All
94.08700641,23.74997246,6.583333333,0,2,Summer,All
94.13771321,27.25262062,4.458333333,0,2,Summer,All
94.18600779,30.45497278,2.75,90,2,Summer,All
94.18892874,33.64367037,6.541666667,135,3,Summer,All
94.10333054,35.61862753,7.458333333,90,3,Summer,All
93.80989885,21.66421565,8.333333333,90,2,Summer,All
93.86051417,19.8821171,3.791666667,225,1,Summer,All
93.89125903,11.7737044,4.833333333,0,1,Summer,All
93.86829396,6.851745518,10.04166667,0,1,Summer,All
93.96957986,13.96351255,4,270,1,Summer,All
93.62656846,12.12628923,4.375,90,1,Summer,All
93.67712325,15.14899613,4.083333333,90,1,Summer,All
93.72769473,17.9585706,2.25,0,1,Summer,All
93.77828291,20.84396102,1.833333333,180,1,Summer,All
93.82888778,23.74037372,4.916666667,180,1,Summer,All
93.87950937,26.47127973,9.125,180,2,Summer,All
93.93014767,12.67915139,3.833333333,90,1,Summer,All
93.41166264,5.98853121,12.29166667,225,1,Summer,All
93.61369802,13.47398201,5.666666667,0,1,Summer,All
93.66424856,15.96836289,3.375,180,1,Summer,All
93.71481579,14.37947324,5.291666667,180,1,Summer,All
93.3486812,13.4391677,6.958333333,90,1,Summer,All
93.39914424,16.54087238,11.75,315,2,Summer,All
93.44962395,18.9452213,10.20833333,315,2,Summer,All
93.50012032,21.06482575,3.208333333,180,1,Summer,All
93.55063336,22.84983976,6.041666667,180,1,Summer,All
93.60116308,25.44980674,2.166666667,180,1,Summer,All
93.65170948,27.31487111,5.208333333,180,2,Summer,All
92.8275835,28.22102989,6.375,180,2,Summer,All
92.8778745,29.56876248,4.208333333,180,1,Summer,All
92.49814671,30.5692406,2.75,90,1,Summer,All
92.54832895,34.59259226,11.75,180,3,Summer,All
92.59852776,37.84133672,6.166666667,180,2,Summer,All
92.64874314,39.02164546,4.125,135,2,Summer,All
92.6989751,30.32569239,8.875,135,2,Summer,All
92.74922364,14.00339027,10.04166667,180,1,Summer,All
92.79948878,15.58291092,9.375,180,1,Summer,All
92.8497705,16.51551888,8.875,135,1,Summer,All
92.90006883,14.40962712,15.375,180,2,Summer,All
92.95038377,13.03581887,17.875,270,2,Summer,All
93.00071532,14.87680272,13.95833333,270,2,Summer,All
93.05106348,16.38659533,4.25,0,1,Summer,All
93.10142827,18.01631159,3.083333333,135,1,Summer,All
93.15180968,19.53871267,6.416666667,225,1,Summer,All
93.20220773,22.46749807,16.25,270,3,Summer,All
93.25262241,24.14474076,12.875,270,2,Summer,All
93.30305375,25.3921394,2.75,315,1,Summer,All
93.35350173,26.69017053,7.5,180,2,Summer,All
93.40396636,22.86796469,9.791666667,270,2,Summer,All
93.45444766,20.43732424,7.041666667,270,1,Summer,All
93.50494562,21.34435451,4.875,270,1,Summer,All
93.55546026,22.62438105,5.958333333,270,1,Summer,All
93.60599157,24.04444278,3.916666667,180,1,Summer,All
93.65653957,24.83615764,14.08333333,0,3,Summer,All
93.70710425,25.510027,4.416666667,270,1,Summer,All
93.75768563,11.54874459,7.5,90,1,Summer,All
92.22621443,7.49921239,19.20833333,135,1,Summer,All
91.9119003,15.41187592,9.75,180,1,Summer,All
91.96188899,16.48775231,8.166666667,270,1,Summer,All
92.01189419,17.80359876,4.458333333,270,1,Summer,All
92.06191589,19.20687707,10.91666667,180,1,Summer,All
92.11195411,19.65351923,6.083333333,135,1,Fall,All
92.16200885,20.49597194,12.83333333,135,2,Fall,All
92.51285504,5.208136589,16,315,1,Fall,All
92.56304214,5.467494925,18.375,315,1,Fall,All
92.34862252,10.34989529,9.708333333,135,1,Fall,All
92.39815388,11.93670804,8.333333333,315,1,Summer,All
92.59885015,13.41523892,6.541666667,180,1,Summer,All
92.64906564,16.39873118,14.95833333,180,2,Summer,All
92.69929771,20.14647984,10.875,225,2,Summer,All
92.74954636,16.47528526,14,180,2,Summer,All
93.00103856,10.8109978,11.08333333,0,1,Summer,All
93.05138684,12.50587422,13.45833333,315,1,Summer,All
93.10175173,14.66800154,9.125,270,1,Summer,All
93.15213325,17.03560018,6.291666667,315,1,Summer,All
93.2025314,8.836403866,10.125,270,1,Summer,All
93.2529462,6.980975052,14.125,315,1,Summer,All
93.30337764,8.143922419,15.91666667,315,1,Summer,All
93.38960242,11.41006377,6.458333333,270,1,Summer,All
93.44007898,14.45616708,3.333333333,270,1,Summer,All
93.4905722,16.87495765,7.541666667,0,1,Summer,All
93.54108209,18.57524113,7.416666667,0,1,Summer,All
93.59160865,20.80222266,4.291666667,0,1,Summer,All
93.6421519,23.47260983,2.291666667,315,1,Summer,All
93.69271183,26.3235784,4.666666667,225,2,Summer,All
93.74328846,29.34041928,6.75,180,2,Summer,All
93.79388178,32.52427946,12.16666667,180,3,Summer,All
93.84449181,35.82233424,9.291666667,180,3,Summer,All
93.89511855,31.01270964,12.08333333,270,3,Summer,All
93.945762,33.7360865,14.5,270,4,Summer,All
93.99642217,35.99404451,3,180,2,Summer,All
94.04709907,38.81813998,5.25,315,3,Summer,All
92.60462004,16.18778415,6.333333333,0,1,Summer,All
92.65483744,17.08668271,9.791666667,0,1,Summer,All
92.70507141,20.10464743,5.666666667,225,1,Summer,All
92.75532197,23.18071209,5.458333333,180,1,Summer,All
92.80558911,27.39700453,9.25,180,2,Summer,All
92.85587286,30.66041016,6.291666667,225,2,Summer,All
92.9061732,33.11931394,6.541666667,90,2,Summer,All
92.95649015,35.80548762,9.25,90,3,Summer,All
93.00682371,38.59326276,9.375,180,3,Summer,All
93.05717389,41.86148925,8.083333333,270,3,Summer,All
93.1075407,45.96053903,10.08333333,270,4,Summer,All
93.15792413,49.10236353,9.708333333,315,4,Summer,All
93.2083242,51.53766388,5.291666667,0,3,Summer,All
93.2587409,54.25015863,6.416666667,180,3,Summer,All
93.30917425,54.44161245,5.166666667,180,3,Summer,All
93.35962426,57.93257196,6.083333333,270,4,Summer,All
93.41009091,61.03628016,5.875,90,4,Summer,All
93.46057423,63.91580487,6.625,180,4,Summer,All
93.51107422,65.87779097,6.25,180,4,Summer,All
93.56159088,68.87424169,8.666666667,270,5,Summer,All
93.61212422,71.84483908,4,180,4,Summer,All
93.66267424,37.60911105,8.708333333,180,3,Summer,All
93.71324095,40.83034469,8.583333333,270,3,Summer,All
93.76382435,44.08977977,13.16666667,270,4,Summer,All
93.81442445,47.67108808,20.58333333,270,5,Summer,All
93.86504126,33.58028089,15.5,270,4,Summer,All
93.91567479,28.13082094,12.45833333,315,3,Summer,All
93.79965772,29.65734797,11.79166667,315,3,Summer,All
93.85026965,31.922225,7.958333333,315,2,Summer,All
93.9008983,33.72999064,3.875,0,2,Summer,All
93.95154366,35.3734103,8.875,0,3,Summer,All
94.00220574,37.95122726,8.291666667,0,3,Summer,All
94.05288454,40.40695062,5.25,315,3,Summer,All
94.10358008,43.20014486,3.166666667,270,3,Summer,All
94.15429236,46.33537357,5.25,270,3,Summer,All
94.19261672,49.45406369,5.041666667,225,3,Summer,All
94.24335839,52.90679408,6.291666667,135,4,Summer,All
94.22506752,55.82168212,8.041666667,135,4,Summer,All
94.16143043,58.31214541,10.20833333,135,5,Summer,All
94.12841225,60.47934717,14.08333333,180,5,Summer,All
94.12259084,62.401696,16.20833333,270,5,Summer,All
94.16168604,64.73327709,4.458333333,0,4,Summer,All
94.15678665,67.05723156,11.41666667,135,5,Summer,All
94.20575178,50.60435779,18.33333333,225,5,Summer,All
94.1697554,53.22986096,12.04166667,270,5,Summer,All
94.19193257,55.96469833,7.875,270,4,Summer,All
94.19851722,58.55956762,4,270,4,Summer,All
94.22886692,58.86917835,10.75,180,5,Summer,All
94.1284444,27.07779175,9.791666667,135,3,Summer,All
92.60780172,11.87091269,7.416666667,90,1,Summer,All
92.65802016,13.43285856,8.208333333,315,1,Summer,All
92.70825519,15.01273367,4.541666667,90,1,Summer,All
92.75850679,16.34011625,7.958333333,135,1,Summer,All
92.80877499,10.68052548,9.541666667,180,1,Summer,All
92.85905979,12.81750948,12.75,270,1,Summer,All
92.90936118,14.8130907,10.45833333,270,1,Summer,All
93.0100138,9.83488156,12.29166667,270,1,Summer,All
93.06036504,5.706552478,16.08333333,180,1,Summer,All
93.36282172,11.49333857,8.208333333,180,1,Summer,All
93.41328944,13.59230305,9.416666667,180,1,Summer,All
93.46377381,14.66166636,8.708333333,180,1,Summer,All
93.51427486,16.14862353,9.625,315,1,Summer,All
93.56479257,17.51434573,3.75,90,1,Summer,All
93.66587804,9.979604746,8.833333333,270,1,Summer,All
93.71644581,10.68984929,8.5,0,1,Summer,All
93.76703027,11.69984738,7.75,270,1,Summer,All
93.81763144,9.486219215,10.625,270,1,Summer,All
93.86824931,11.13952076,11.95833333,315,1,Summer,All
93.91888389,9.001885327,8.625,225,1,Summer,All
93.96953518,10.376545,5.208333333,0,1,Summer,All
93.06831828,9.372700575,12.375,0,1,Summer,All
93.52881203,6.569532945,16.04166667,315,1,Fall,All
90.5267477,9.806342249,18.25,90,1,Spring,All
90.57627908,11.46818029,18.45833333,90,1,Spring,All
91.8138962,21.13224526,5.666666667,315,1,Summer,All
91.86385253,22.55360775,9.166666667,0,1,Summer,All
91.91382536,24.29529021,7.708333333,270,1,Summer,All
91.96940091,26.84913197,9.75,270,2,Summer,All
92.01940858,21.57743511,9.708333333,0,1,Summer,All
92.06943277,23.44367091,7.625,0,1,Summer,All
92.26925782,25.83355844,10.79166667,180,2,Summer,All
92.31936449,27.16514096,14,180,2,Summer,All
92.36948771,29.75408492,11.29166667,270,2,Summer,All
92.41962747,32.28961018,6.458333333,90,2,Summer,All
92.46978379,31.30751288,9.25,135,2,Summer,All
92.51995667,33.39627669,9.5,315,2,Summer,All
92.57014611,35.36973127,8.125,0,2,Summer,All
92.62035212,38.61515635,14.25,90,4,Summer,All
92.67057471,42.12414173,10.08333333,180,3,Summer,All
92.72081387,45.3419823,12.375,180,4,Summer,All
92.77106963,47.6350608,12.45833333,270,4,Summer,All
92.82134197,49.50960147,7.125,270,3,Summer,All
92.87163092,52.05850861,5.208333333,270,3,Summer,All
92.92193646,54.17558837,5.875,180,3,Summer,All
92.97225862,55.60516947,7,270,3,Summer,All
93.02259739,36.85539284,5.708333333,0,2,Summer,All
93.07295278,38.51809299,6.625,270,2,Summer,All
93.12332479,31.3685913,5.291666667,180,2,Summer,All
93.17371343,33.39614566,11.66666667,270,3,Summer,All
93.22411871,18.78616533,9.791666667,90,2,Summer,All
93.2686263,11.80786964,11.41666667,270,1,Summer,All
93.31906291,12.96816706,11.25,315,1,Summer,All
93.36951618,15.34381324,5.541666667,0,1,Summer,All
93.4199861,18.3539445,2.75,90,1,Summer,All
93.47047269,20.84649531,7.125,90,1,Summer,All
93.52097594,18.09969151,9.125,180,1,Summer,All
93.63427246,9.43055506,9.125,270,1,Summer,All
93.73540382,12.7541402,3.791666667,270,1,Summer,All
93.78599454,10.61822717,7.875,90,1,Summer,All
