FFMC,BUI,WSV,WindDir,FWIBin,Season,FireRegion
92.47237403,20.08928454,4.083333333,225,1,Summer,All
92.52254776,23.9468017,4.083333333,90,1,Summer,All
92.57273806,26.51719594,12.70833333,90,2,Summer,All
92.62294492,19.86511493,7.791666667,90,1,Summer,All
92.67316837,21.49999432,3.666666667,225,1,Summer,All
92.72340839,24.23396813,5.916666667,135,1,Summer,All
92.773665,27.5330755,10.75,225,2,Summer,All
92.8239382,31.45189726,7.25,270,2,Summer,All
92.874228,30.934276,3.75,0,1,Summer,All
92.92453441,25.81613894,4.583333333,225,1,Summer,All
92.97485742,15.17657851,10.125,0,1,Summer,All
93.02519705,17.82462754,3.958333333,270,1,Summer,All
93.07555329,20.85983379,5.083333333,180,1,Summer,All
93.12592617,13.23149682,11.54166667,180,1,Summer,All
93.17631567,15.9248486,10.16666667,315,1,Summer,All
93.22672181,13.30818025,9.25,270,1,Summer,All
93.27714459,16.23085211,2.458333333,270,1,Summer,All
93.32758401,20.09826742,3,225,1,Summer,All
93.37804009,13.10675556,6.583333333,180,1,Summer,All
93.42851283,16.19317121,7.458333333,315,1,Summer,All
93.5295083,12.2189188,4.875,225,1,Summer,All
93.68112658,13.01571364,3.833333333,180,1,Summer,All
93.73169939,17.04718411,10.54166667,225,2,Summer,All
93.78228888,16.66995863,9.791666667,270,2,Summer,All
93.83289508,14.76288481,8.791666667,315,1,Summer,All
93.88351799,17.87839629,7.375,0,1,Summer,All
93.75877857,14.73621104,5.416666667,180,1,Summer,All
93.80937701,17.54330326,6.541666667,45,1,Summer,All
93.85999215,18.04137694,8.291666667,225,1,Summer,All
93.91062401,15.64701948,7.208333333,315,1,Summer,All
93.96127258,14.31560525,7.541666667,225,1,Summer,All
94.01193787,9.683530982,12.41666667,270,1,Summer,All
94.06261989,11.4808766,12.41666667,270,1,Summer,All
94.11331864,15.0075381,13.20833333,270,2,Summer,All
94.16155768,17.79850729,9.541666667,0,2,Summer,All
94.18105367,20.3338121,4.625,135,1,Summer,All
94.15604204,17.30541513,11.25,225,2,Summer,All
94.13854018,13.62996311,10.625,270,1,Summer,All
94.18926399,16.76150546,6.25,315,1,Summer,All
94.18737229,13.97694532,5.125,180,1,Summer,All
94.16656932,13.6889809,9.125,180,1,Summer,All
94.14768526,10.88551487,8.625,180,1,Summer,All
93.94386486,12.90619519,6.125,135,1,Summer,All
93.9793071,8.30665811,10.04166667,180,1,Summer,All
92.48263338,11.54139323,9.625,225,1,Summer,All
92.88451448,14.05624914,7.375,315,1,Summer,All
93.13622963,9.95227005,11.875,315,1,Summer,All
93.28745826,13.88134072,6.333333333,225,1,Summer,All
93.3379011,16.35927584,6.166666667,45,1,Summer,All
93.29551331,17.17582677,11,90,2,Summer,All
93.19892503,17.92478768,7.916666667,90,1,Summer,All
93.24933863,19.36375606,6.083333333,135,1,Summer,All
93.35021578,13.00393168,11.08333333,90,1,Summer,All
93.40067933,14.5676615,18.33333333,90,2,Summer,All
93.45115954,15.28844906,14.79166667,135,2,Summer,All
92.93898769,8.933877998,13.58333333,270,1,Summer,All
93.0900209,10.96124913,11.125,90,1,Summer,All
93.14039855,9.254511597,13.45833333,135,1,Summer,All
93.29163131,12.89870352,8.875,180,1,Summer,All
93.34207552,15.13284305,10.95833333,225,1,Summer,All
93.39253638,16.32340919,8.958333333,315,1,Summer,All
93.4430139,17.25763314,4.833333333,180,1,Summer,All
93.49350809,18.23985947,5.75,315,1,Summer,All
93.54401895,19.05884503,4.416666667,270,1,Summer,All
93.59454649,15.53100601,3.666666667,180,1,Summer,All
92.43571448,8.869277224,15.41666667,180,1,Fall,All
92.48587611,9.45520427,16.875,315,1,Fall,All
92.73693277,9.577005152,11,225,1,Fall,All
92.78719385,10.10905864,10.625,0,1,Fall,All
92.83747152,11.1830885,12.5,270,1,Fall,All
92.88776579,13.60036397,9.958333333,225,1,Fall,All
92.93807666,16.07685387,9.916666667,270,1,Fall,All
92.98840414,16.65120565,14.16666667,315,2,Fall,All
93.03874824,16.84636703,8.041666667,180,1,Fall,All
93.08910896,17.98322121,12.125,180,2,Fall,All
90.78218266,11.43797746,14.33333333,180,1,Summer,All
90.83179838,12.83943486,13.66666667,270,1,Summer,All
91.69371772,20.80577974,5.958333333,270,1,Summer,All
92.33046295,23.47293382,4.208333333,0,1,Summer,All
92.38058983,25.73070797,3.916666667,0,1,Summer,All
92.58026332,28.1353312,3.125,45,1,Summer,All
92.63047267,30.64709087,10.5,135,2,Summer,All
92.6806986,24.37144027,13.125,135,2,Summer,All
92.73094111,25.27990077,10.70833333,315,2,Summer,All
92.78120021,22.90759929,10.08333333,270,2,Summer,All
92.8314759,25.06372215,13.79166667,270,2,Summer,All
92.88176819,27.24034559,7.333333333,225,2,Summer,All
92.93207708,20.58799091,11.45833333,0,2,Summer,All
92.98240259,22.85855828,6.833333333,135,1,Summer,All
93.03274471,17.62372433,8.208333333,180,1,Summer,All
93.08310344,20.9955518,4.833333333,0,1,Summer,All
93.13347881,23.36938662,5.041666667,270,1,Summer,All
93.1838708,14.7636673,3.5,0,1,Summer,All
93.23427944,16.71918023,10.04166667,315,1,Summer,All
93.28470471,19.35351475,5.333333333,0,1,Summer,All
93.33514663,22.34931646,3.625,315,1,Summer,All
93.38560521,26.24987542,9.958333333,180,2,Summer,All
93.43608045,17.90485368,11.04166667,180,2,Summer,All
93.48657235,22.4581592,9.916666667,270,2,Summer,All
93.53708092,24.60268808,3.208333333,45,1,Summer,All
93.58760616,27.77048336,2.875,0,1,Summer,All
93.63814809,31.19725401,7.416666667,135,2,Summer,All
93.6887067,14.96766999,10.875,135,1,Summer,All
93.739282,11.91321071,11.875,135,1,Summer,All
92.6302633,8.060696222,13.83333333,315,1,Summer,All
92.78099063,15.26223586,6.208333333,180,1,Summer,All
92.83126625,12.70957098,14.25,180,1,Summer,All
92.88155847,16.28698916,16.125,270,2,Summer,All
92.9318673,19.22301112,5.375,315,1,Summer,All
93.03253478,14.19200928,4.666666667,270,1,Summer,All
93.08289345,17.24324157,5.625,90,1,Summer,All
93.13326874,20.40486087,5.291666667,90,1,Summer,All
93.18366067,23.24384599,3,90,1,Summer,All
93.23406923,26.03850976,5.166666667,90,1,Summer,All
93.28449444,29.17342218,3.75,45,1,Summer,All
93.33493629,32.1938652,5.041666667,270,2,Summer,All
93.3853948,35.40780645,5.333333333,270,2,Summer,All
93.43586997,38.49227498,5.625,225,2,Summer,All
93.4863618,40.27882095,4.833333333,180,2,Summer,All
93.5368703,17.93693022,5.5,225,1,Summer,All
93.58739547,17.39576023,4.416666667,270,1,Summer,All
93.63793733,21.19249011,2.166666667,315,1,Summer,All
93.68849587,24.38955399,5.458333333,225,2,Summer,All
93.78966304,14.64650303,12.79166667,270,2,Summer,All
93.84027167,16.61409934,14.125,0,2,Summer,All
93.89089702,18.81314016,3.458333333,315,1,Summer,All
93.94153907,21.42759758,6,270,1,Summer,All
93.99219785,24.00818668,11.83333333,225,3,Summer,All
94.04287335,27.0092073,2.083333333,45,1,Summer,All
94.09356559,29.79029678,7.666666667,225,2,Summer,All
94.13360797,31.07179367,12.66666667,225,4,Summer,All
93.64289642,32.59772579,9.625,90,3,Summer,All
93.6934566,27.74228411,7.416666667,180,2,Summer,All
93.74403347,29.57479463,7.333333333,0,2,Summer,All
93.79462704,17.2945164,2.708333333,180,1,Summer,All
93.84523731,19.69100522,3.625,0,1,Summer,All
93.8958643,22.6893786,2.875,270,1,Summer,All
93.946508,25.69707465,7.833333333,270,2,Summer,All
93.99716841,28.63571256,6.666666667,270,2,Summer,All
94.03802638,29.81588999,4.125,0,2,Summer,All
94.08871702,32.84500481,6.583333333,0,2,Summer,All
94.13942438,35.15130519,5.041666667,225,2,Summer,All
94.19014849,38.46582018,8.416666667,270,3,Summer,All
94.16618714,31.60289393,4.583333333,315,2,Summer,All
94.01508788,24.12687121,2.833333333,90,1,Summer,All
94.06577094,27.0085619,2.791666667,0,1,Summer,All
94.11647073,19.20390977,5.125,180,1,Summer,All
94.16718726,23.1877154,11.95833333,315,3,Summer,All
94.21792054,25.92985688,2.791666667,315,1,Summer,All
94.16253255,16.9195473,6.041666667,180,1,Summer,All
94.18428746,19.34420452,7.416666667,315,2,Summer,All
94.23263965,21.77858612,5.916666667,270,2,Summer,All
94.14148565,12.29785169,10.45833333,180,1,Summer,All
94.0589229,12.0290531,14.04166667,270,2,Summer,All
94.10962044,13.93701523,12,0,2,Summer,All
94.16033471,16.12195048,2.916666667,270,1,Summer,All
94.16552246,18.50210917,10.5,225,2,Summer,All
94.0044689,20.14108949,5.708333333,225,1,Summer,All
94.05514845,23.420472,2.875,315,1,Summer,All
94.10584474,26.71152939,1.375,45,1,Summer,All
94.15655776,29.97119636,5.166666667,135,2,Summer,All
94.19310184,33.11537845,6.5,180,2,Summer,All
93.86047108,17.47049892,3.25,135,1,Summer,All
92.03292015,15.64599921,7,315,1,Summer,All
92.18305565,11.23530776,13.58333333,180,1,Summer,All
92.23313386,10.56889406,10.33333333,0,1,Summer,All
92.33333989,14.00463106,13.125,135,1,Summer,All
92.38346772,17.39874595,15.95833333,270,2,Summer,All
92.4336121,18.41208441,11.875,0,1,Summer,All
92.48377304,19.46464566,6.125,0,1,Summer,All
92.53395053,20.87592676,5.5,180,1,Summer,All
92.63435523,16.51854938,8.333333333,90,1,Summer,All
92.68458244,15.73780597,6.166666667,135,1,Summer,All
92.73482623,15.75204204,3.791666667,225,1,Summer,All
92.78508661,16.79814357,10.29166667,270,1,Summer,All
92.83536358,17.97123673,12.04166667,315,2,Summer,All
92.88565715,19.78939767,5.291666667,225,1,Summer,All
92.93596733,22.85457391,11.95833333,225,2,Summer,All
92.98629412,25.49796782,12.95833333,270,2,Summer,All
93.03663752,26.50740334,11.83333333,0,2,Summer,All
93.08699755,27.54830994,6.083333333,225,2,Summer,All
93.1373742,25.8359201,10.33333333,315,2,Summer,All
93.18776748,26.99070495,9.25,315,2,Summer,All
93.2381774,28.19647759,1.833333333,90,1,Summer,All
93.28860396,29.52106656,7.291666667,180,2,Summer,All
93.33904717,31.3034585,10.66666667,270,3,Summer,All
93.38950703,33.1746359,10.5,270,3,Summer,All
93.43998356,34.94727624,4.958333333,180,2,Summer,All
93.49047675,20.71664337,4.208333333,180,1,Summer,All
93.4155661,21.38147888,7.916666667,0,2,Summer,All
93.46605123,23.71089849,10.75,270,2,Summer,All
93.51655303,25.2227498,8.458333333,270,2,Summer,All
93.56707149,26.08563482,9.333333333,0,2,Summer,All
93.61760664,26.61691366,7.458333333,180,2,Summer,All
93.66815847,19.81619228,14.83333333,270,3,Summer,All
93.71872699,20.41170662,11.91666667,315,2,Summer,All
93.76931221,21.51500418,12,180,2,Summer,All
93.81991412,21.79723087,7.583333333,0,2,Summer,All
93.87053275,16.15048448,1.291666667,180,1,Fall,All
93.79811092,16.40671336,4.75,0,1,Fall,All
93.84872235,16.57682913,10.29166667,315,2,Fall,All
93.89935048,15.70478528,8.5,180,1,Fall,All
93.94999533,12.82704718,12.29166667,0,1,Fall,All
93.75715692,9.281549677,15.79166667,0,1,Fall,All
93.80775482,9.504823331,8.5,0,1,Fall,All
92.01039839,11.0011682,11.83333333,315,1,Spring,All
92.26914013,15.84780976,8.833333333,135,1,Spring,All
92.31924676,18.38603996,18.04166667,315,2,Spring,All
92.36936994,18.88832279,19.625,0,3,Spring,All
92.41950967,19.67300699,12.58333333,45,2,Spring,All
92.46966594,20.86113428,11.04166667,45,2,Spring,All
92.51983878,22.62241997,7.416666667,45,1,Spring,All
93.02292969,24.5650697,5.75,45,1,Spring,All
93.23856493,26.59154086,5.458333333,90,2,Spring,All
93.28899162,28.77407927,3.416666667,45,1,Spring,All
93.33943496,31.26948565,4.416666667,0,2,Spring,All
93.38989495,34.31702779,3.416666667,45,2,Spring,All
93.64136624,37.9705039,2.75,270,2,Spring,All
93.69192591,41.66818163,2.75,0,2,Spring,All
94.83553472,45.83890608,10.125,270,4,Spring,All
94.66744039,48.60939807,17.125,315,5,Spring,All
94.29197096,49.31974884,16.875,0,5,Spring,All
94.17971702,49.81385347,14.54166667,315,5,Spring,All
94.14418448,50.31335123,12.08333333,315,5,Spring,All
94.17092807,51.39061199,3.458333333,270,3,Summer,All
92.62764644,24.03467271,6.833333333,45,1,Summer,All
92.67787144,25.09526399,15.375,270,3,Summer,All
92.72811301,26.18234309,11.20833333,315,2,Summer,All
92.77837118,26.96741207,6.25,315,1,Summer,All
92.82864593,28.02125726,4.333333333,0,1,Summer,All
92.87893729,29.55627699,3.541666667,270,1,Summer,All
92.92924525,31.64614356,4.541666667,180,2,Summer,All
92.97956981,34.0567288,3.625,135,2,Summer,All
93.029911,36.44132936,5.583333333,315,2,Summer,All
93.0802688,38.94308447,2.916666667,180,2,Summer,All
93.13064323,42.1522106,12.70833333,225,4,Summer,All
93.18103429,46.65818741,13.08333333,225,4,Summer,All
93.23144198,51.49109797,12.29166667,225,4,Summer,All
93.28186632,55.91651238,4.875,225,3,Summer,All
93.33527742,60.27285093,6.916666667,90,4,Summer,All
93.38573604,64.0733423,13.95833333,90,5,Summer,All
93.43621131,34.85545851,7.166666667,90,2,Summer,All
93.48670326,37.79027561,4.708333333,90,2,Summer,All
93.53721187,40.69008327,10.04166667,135,3,Summer,All
93.58773716,43.68881537,9.833333333,225,4,Summer,All
93.63827913,45.98547982,9.416666667,315,4,Summer,All
93.68883778,48.2180479,7.875,45,4,Summer,All
93.73941313,23.59065839,7.291666667,90,2,Summer,All
93.79000518,25.88017138,7,315,2,Summer,All
93.84061392,28.05765469,4,45,2,Summer,All
93.89123938,30.31955266,10.66666667,135,3,Summer,All
93.94188155,29.36007895,10.29166667,180,3,Summer,All
93.99254044,33.29784137,8.25,270,3,Summer,All
94.04321606,35.17228936,12.29166667,0,4,Summer,All
94.0939084,37.17085016,16.29166667,270,5,Summer,All
94.14461749,39.06490507,12.375,315,4,Summer,All
94.19534331,41.06858609,7.958333333,315,3,Summer,All
94.24608588,43.90656511,4.5,180,3,Summer,All
94.16221384,24.05074982,10.125,180,2,Summer,All
94.17968793,27.27511907,7.083333333,270,2,Summer,All
94.12705849,29.09703014,5.666666667,45,2,Summer,All
94.17777852,31.66397075,5.083333333,90,2,Summer,All
94.22851529,34.22481913,7.666666667,270,3,Summer,All
94.17730267,36.54785881,9.166666667,225,3,Summer,All
94.22803928,38.83850716,3.708333333,45,2,Summer,All
94.27879265,41.48667032,5.25,0,3,Summer,All
94.27058764,44.21250104,7.291666667,225,4,Summer,All
94.19471909,46.87333765,4.791666667,180,3,Summer,All
94.24546145,50.35409139,4.666666667,180,3,Summer,All
94.2358764,54.41238827,5.333333333,225,4,Summer,All
94.21937055,58.21516592,11.16666667,225,5,Summer,All
94.27012105,62.98870871,15.79166667,270,5,Summer,All
94.17196341,65.01438389,8.416666667,0,5,Summer,All
94.19686246,38.42209705,12.83333333,90,4,Summer,All
93.49690724,20.14910895,11.08333333,180,2,Summer,All
93.54741922,16.86526966,5.541666667,0,1,Summer,All
93.59794788,19.84103597,5.708333333,225,1,Summer,All
93.64849322,22.69456377,13.625,315,3,Summer,All
93.69905525,26.07408224,9.958333333,270,2,Summer,All
93.74963397,30.45371374,5.458333333,270,2,Summer,All
93.80022939,13.70215908,6.583333333,135,1,Summer,All
93.85084151,16.58333673,6.375,0,1,Summer,All
93.90147034,16.85751396,5.208333333,180,1,Summer,All
93.95211589,21.43037361,10.95833333,270,2,Summer,All
94.00277816,24.32625799,6,270,2,Summer,All
94.05345716,28.31723438,8.041666667,270,2,Summer,All
94.10415288,31.6575414,3.875,270,2,Summer,All
94.13547098,27.53430907,3.708333333,90,2,Summer,All
94.18484617,30.39142697,7.75,270,3,Summer,All
94.20453299,34.10640305,5.875,180,2,Summer,All
94.18856198,34.54735077,3.541666667,135,2,Summer,All
94.0977421,36.8321861,4.791666667,315,2,Summer,All
93.82710667,20.71796722,3.916666667,135,1,Summer,All
93.87772767,23.59983152,3,135,1,Summer,All
93.65724123,14.12647473,5.041666667,270,1,Summer,All
93.70780615,17.27458655,7.25,270,1,Summer,All
93.75838776,17.90866236,4,225,1,Summer,All
93.80898607,15.2261352,7.125,0,1,Summer,All
93.85960108,18.76360815,5.333333333,315,1,Summer,All
93.91023281,22.38548785,6,270,2,Summer,All
93.96088125,25.60562512,11.875,225,3,Summer,All
94.01154641,28.55889892,8.333333333,0,2,Summer,All
94.0622283,31.50558824,2.708333333,135,2,Summer,All
94.11292692,31.30457526,7.791666667,225,3,Summer,All
94.14245212,23.21195223,3.5,270,1,Summer,All
94.18390268,26.9485297,1.166666667,135,1,Summer,All
94.16368114,30.46356793,8.416666667,135,3,Summer,All
94.21441325,34.79392625,5.916666667,270,3,Summer,All
94.22651361,38.11817015,10.70833333,270,4,Summer,All
94.17740783,40.36604312,5.583333333,315,3,Summer,All
94.19373453,42.84709382,2.875,90,2,Summer,All
94.16244283,29.02480062,13.625,180,4,Summer,All
94.13691104,31.46831399,16.375,270,4,Summer,All
94.18004389,34.83159822,6.041666667,270,3,Summer,All
94.17948079,38.18715975,3.041666667,90,2,Summer,All
94.15726478,40.68580713,9.166666667,270,4,Summer,All
94.17063387,43.2607277,2.625,180,2,Summer,All
94.15746222,45.69503331,2.166666667,180,2,Summer,All
94.17473826,48.38307785,5.541666667,0,3,Summer,All
94.12911543,41.61651526,7.125,225,3,Summer,All
94.05868945,21.42788067,2.541666667,180,1,Summer,All
94.10938691,24.64528637,5.166666667,45,2,Summer,All
94.1601011,27.47033252,4.666666667,90,2,Summer,All
94.16914813,29.87753028,10.16666667,135,3,Summer,All
94.06808091,18.79294198,11.83333333,135,2,Summer,All
94.11878147,22.44751759,8.208333333,270,2,Summer,All
94.10800966,16.12658022,5.625,135,1,Summer,All
93.98235164,9.854889255,8.333333333,135,1,Summer,All
94.03302389,9.244553256,15.16666667,270,1,Summer,All
94.08371287,13.85138638,13.16666667,270,2,Summer,All
93.88409108,10.14648827,5.916666667,180,1,Summer,All
93.7559804,12.00620893,6.75,270,1,Summer,All
93.80657792,14.37607024,6.333333333,315,1,Summer,All
93.85719214,17.39514173,2.208333333,90,1,Summer,All
93.90782307,19.25696033,7.208333333,135,1,Summer,All
93.35388745,9.472529362,7.958333333,135,1,Summer,All
93.40435221,11.7374774,9.625,270,1,Summer,All
93.50533173,14.80456941,2.75,180,1,Summer,All
93.60637793,6.67823392,11.66666667,135,1,Summer,All
93.65692605,4.816404576,20.41666667,225,1,Summer,All
93.70749086,7.11042331,9.916666667,270,1,Summer,All
93.85928549,6.817888491,11.125,180,1,Summer,All
93.90991711,8.549346977,15.20833333,270,1,Summer,All
93.96056545,10.74807981,13.625,270,1,Summer,All
94.0112305,12.39407014,4.583333333,90,1,Summer,All
93.8224139,6.43085075,11.875,90,1,Summer,All
93.17913384,4.078145219,16.5,270,1,Summer,All
93.532333,9.053918415,8.125,270,1,Fall,All
93.58285667,9.561262195,10.83333333,90,1,Fall,All
93.63339703,7.200352076,15.54166667,135,1,Fall,All
93.68395408,7.322594926,20.79166667,270,2,Fall,All
91.85535213,15.78343219,15.66666667,90,1,Summer,All
91.90532215,17.42754212,7.458333333,90,1,Summer,All
92.15256409,19.36992829,3.041666667,0,1,Summer,All
92.20263224,21.8977465,3.958333333,270,1,Summer,All
93.01766006,25.26425047,8.333333333,270,2,Summer,All
93.51193175,28.82633968,6.916666667,225,2,Summer,All
93.56244869,31.94967587,6.416666667,135,2,Summer,All
93.61298231,34.31176624,7.958333333,90,3,Summer,All
93.04803021,18.50634951,12.16666667,90,2,Summer,All
92.3224121,10.77342266,10.125,45,1,Summer,All
92.37253632,13.19956323,9.75,90,1,Summer,All
92.47283442,17.39023924,3.375,225,1,Summer,All
92.5230083,9.651115669,10.16666667,225,1,Summer,All
92.57319875,10.97705277,9.083333333,315,1,Summer,All
91.83252967,11.31872152,15.375,270,1,Summer,All
91.88249215,13.48569644,9.5,0,1,Summer,All
91.98246662,11.22205799,14.91666667,270,1,Summer,All
92.13255213,12.69619088,9.291666667,270,1,Summer,All
92.33289747,13.92350636,13.08333333,270,1,Summer,All
92.38302516,15.12997379,10.54166667,315,1,Summer,All
92.43316939,12.38628883,15.45833333,180,1,Summer,All
92.48333018,9.908795121,21,270,2,Summer,All
92.93552316,14.99485949,9.833333333,180,1,Summer,All
92.9858498,16.25487173,5.291666667,180,1,Summer,All
93.03619305,12.09052426,7.583333333,315,1,Summer,All
93.08655293,15.14638887,5.083333333,180,1,Summer,All
93.13692943,18.30793367,6.583333333,180,1,Summer,All
93.18732257,21.25244263,7.291666667,180,1,Summer,All
93.23773234,14.20151397,6.125,180,1,Summer,All
93.28815875,17.80011906,3.083333333,315,1,Summer,All
93.33860182,21.30556107,3.708333333,270,1,Summer,All
93.38906153,25.16349351,3.541666667,180,1,Summer,All
93.43953791,28.8793218,12.58333333,225,3,Summer,All
93.49003095,31.9074441,9.791666667,180,3,Summer,All
93.54054066,35.21328067,7.458333333,270,2,Summer,All
93.59106705,38.60671358,5.291666667,225,2,Summer,All
93.64161012,41.49090614,2.583333333,270,2,Summer,All
93.69216988,34.72097053,2.791666667,270,2,Summer,All
93.74274632,37.92907402,6.083333333,0,3,Summer,All
93.79333947,40.34647586,4.375,135,2,Summer,All
93.84394932,42.7915143,4.833333333,180,3,Summer,All
93.89457588,45.04667956,3.416666667,180,3,Summer,All
93.94521915,39.04988221,3.75,270,2,Summer,All
93.99587914,42.40351159,1.375,0,2,Summer,All
94.04655586,45.43178516,5.291666667,270,3,Summer,All
93.87861052,46.82097533,7.625,45,4,Summer,All
93.92924853,48.94155809,2.958333333,90,3,Summer,All
93.97990324,51.36612237,4.041666667,225,3,Summer,All
94.03057469,52.95562847,7.208333333,180,4,Summer,All
93.93477157,30.4435434,9.083333333,180,3,Summer,All
93.98542812,32.95116002,9.75,0,3,Summer,All
94.03610138,35.2128147,7.291666667,315,3,Summer,All
94.08679138,27.88796655,4.25,270,2,Summer,All
94.13749811,30.79782036,2.958333333,270,2,Summer,All
94.14360994,33.42827388,6.833333333,225,3,Summer,All
94.11323562,35.91365845,8.041666667,180,3,Summer,All
94.12027334,39.01478088,11.83333333,225,4,Summer,All
94.15458799,41.9199625,3.666666667,270,3,Summer,All
94.16343546,44.37072446,1.666666667,315,2,Summer,All
94.11186402,46.28281526,3.458333333,225,3,Summer,All
94.14264981,37.25022146,2.5,135,2,Summer,All
94.16463818,40.5595537,7.125,180,3,Summer,All
94.14175903,24.05390934,6.75,180,2,Summer,All
94.14715304,27.26332683,6.458333333,45,2,Summer,All
93.98905448,28.83133779,2.041666667,0,1,Summer,All
93.8628523,23.94133641,7.791666667,0,2,Summer,All
93.9134851,26.26800898,3.791666667,270,2,Summer,All
93.96413462,28.80441972,5,270,2,Summer,All
94.01480085,31.50534926,4.958333333,45,2,Summer,All
94.06172778,33.87318677,10.58333333,135,3,Summer,All
94.11242624,37.94726865,9.708333333,225,3,Summer,All
94.11379093,39.33690721,9.125,0,3,Summer,All
94.16450658,41.68126063,2.5,180,2,Summer,All
94.19690754,44.2513302,4.791666667,270,3,Summer,All
94.17454527,46.74739701,2.625,225,3,Summer,All
94.18612762,49.64641747,4.75,225,3,Summer,All
94.18438993,52.53911235,6.875,180,4,Summer,All
94.1516036,55.07833142,10.33333333,180,5,Summer,All
94.06624554,56.89034571,9.625,135,4,Summer,All
94.11668565,59.82135361,6.041666667,90,4,Summer,All
94.11274663,61.89554008,13.91666667,90,5,Summer,All
94.07625129,63.52215477,3.458333333,90,4,Summer,All
94.12695454,67.04195772,4.25,45,4,Summer,All
94.17767453,69.93568563,3.375,135,4,Summer,All
94.22841127,72.6131506,4.083333333,135,4,Summer,All
94.21858205,75.18715711,1.833333333,270,4,Summer,All
94.202475,78.03952577,3.083333333,180,4,Summer,All
93.95048723,59.27064547,8.833333333,135,4,Summer,All
94.00114896,60.50071736,14.04166667,0,5,Summer,All
94.05182742,61.95200046,5.916666667,180,4,Summer,All
94.10252261,63.46123342,8.958333333,315,5,Summer,All
94.15323454,64.90244795,4.625,45,4,Summer,All
94.18214841,66.49125643,4.583333333,135,4,Summer,All
94.12001334,39.04479817,12.20833333,180,4,Summer,All
94.13759869,28.52768675,12,315,3,Summer,All
94.1883222,30.94420477,8.625,315,3,Summer,All
94.19354365,33.84987207,7.791666667,270,3,Summer,All
94.18229136,36.51699073,1.75,180,2,Summer,All
94.21529485,39.37513542,9.583333333,315,4,Summer,All
94.25393073,42.41938015,8.625,270,4,Summer,All
94.30469264,45.16592313,5.875,315,3,Summer,All
94.23075544,46.8914631,7.791666667,315,4,Summer,All
94.15509187,47.56254841,7.208333333,0,4,Summer,All
94.07947384,48.28452299,10.04166667,0,4,Summer,All
94.12463245,49.28000893,4.041666667,270,3,Summer,All
94.17535167,52.40287864,12.70833333,270,5,Summer,All
94.21321349,53.75458014,7.375,0,4,Summer,All
94.21964549,54.67955607,2.875,90,3,Summer,All
94.23056174,55.94224661,7.291666667,90,4,Summer,All
94.26038576,56.97808561,7.458333333,135,4,Summer,All
94.15975424,57.77066075,7.25,180,4,Summer,All
94.17139979,59.79720479,2.833333333,225,3,Summer,All
93.9161989,60.69808256,6.458333333,90,4,Summer,All
93.22044795,35.66815923,14.625,135,4,Summer,All
93.27086866,22.81284855,24.16666667,315,4,Summer,All
93.32130601,23.40781111,4.416666667,270,1,Summer,All
93.37176002,24.73043106,5.916666667,90,2,Summer,All
93.42223068,12.21090339,15.95833333,90,2,Summer,All
93.57374268,7.472314078,10.58333333,135,1,Summer,All
93.19758711,2.692334725,20.54166667,315,1,Fall,All
92.00348273,11.25288497,16.91666667,225,1,Spring,All
92.88676231,13.90468745,13.875,225,1,Spring,All
92.93707285,15.00497126,15.125,0,2,Spring,All
92.98740001,15.68630557,5.875,45,1,Spring,All
93.03774377,16.67972779,6.291666667,180,1,Spring,All
93.08810416,18.33065809,7.041666667,225,1,Spring,All
93.13848118,20.36494093,14.16666667,180,2,Spring,All
93.18887482,21.8423453,11.66666667,180,2,Spring,All
93.23928511,23.90654392,3.791666667,315,1,Spring,All
93.28971204,26.27040187,6.25,135,2,Spring,All
93.34015561,29.08320133,14.45833333,180,3,Spring,All
93.39061584,16.91208789,15.04166667,135,2,Spring,All
93.44109273,18.85540527,10.08333333,315,2,Spring,All
93.49158629,20.50693993,11.5,270,2,Spring,All
93.54209651,21.51858815,17.25,270,3,Spring,All
93.59262341,22.73170349,5.5,315,1,Spring,All
93.643167,23.04363607,13.41666667,90,3,Spring,All
93.69372727,13.54233393,16.33333333,90,2,Summer,All
93.70280407,14.44432189,10,0,1,Summer,All
93.75338403,16.14904931,11.5,90,2,Summer,All
93.54623783,10.18368886,11.16666667,90,1,Summer,All
93.64731105,9.497353961,16.95833333,90,2,Summer,All
91.99019194,6.533024494,15.375,90,1,Summer,All
92.36020859,19.49634836,5.833333333,270,1,Summer,All
92.41034529,22.47204321,4.458333333,180,1,Summer,All
92.46049855,25.4730335,4.958333333,90,1,Summer,All
92.51066836,28.05279904,5.083333333,135,1,Summer,All
92.56085473,30.61556638,5.541666667,270,2,Summer,All
92.61105768,33.09254275,7.458333333,0,2,Summer,All
92.66127719,31.27366418,12.66666667,270,3,Summer,All
92.71151329,32.57620602,18.66666667,315,4,Summer,All
92.76176598,34.11912839,8.625,0,2,Summer,All
92.81203525,36.0584643,9.875,225,3,Summer,All
92.86232112,39.22600119,12,225,3,Summer,All
92.91262359,42.17619182,12.75,180,4,Summer,All
92.96294267,43.3493578,17,135,5,Summer,All
93.01327837,29.79066968,18.75,270,4,Summer,All
93.06363068,31.61815185,9.125,270,2,Summer,All
93.11399962,17.76020028,11.54166667,135,2,Summer,All
93.16438518,13.85330544,21.58333333,270,3,Summer,All
93.21478738,17.21671342,12.83333333,0,2,Summer,All
